,book_id,model_id,team_id,recommendation_1,recommendation_2,recommendation_3,recommendation_4,recommendation_5
488,24459,1,mannheimminers,,,,,
489,10745,1,mannheimminers,7649,31094,71943,57554,18431
490,59769,1,mannheimminers,,,,,
491,54929,1,mannheimminers,41623,26449,7764,54745,5570
492,78279,1,mannheimminers,54553,54159,22702,42946,22044
493,62535,1,mannheimminers,3191,10063,55209,25756,74387
494,3268,1,mannheimminers,7272,75899,25087,3439,39953
495,663,1,mannheimminers,24713,48017,69456,68982,52869
496,32451,1,mannheimminers,42305,3863,8282,39537,27447
497,21607,1,mannheimminers,76161,2444,11526,66918,43243
498,46904,1,mannheimminers,,,,,
499,58236,1,mannheimminers,17252,18908,15554,56912,36552
500,25488,1,mannheimminers,6510,52985,54324,3286,16110
501,58262,1,mannheimminers,25663,29485,41582,782,54697
502,38083,1,mannheimminers,70183,20759,5802,72190,11963
503,3059,1,mannheimminers,29784,55781,3523,57040,64995
504,49587,1,mannheimminers,,,,,
505,32126,1,mannheimminers,66240,64530,72913,50518,65410
506,48127,1,mannheimminers,76148,23210,63833,39016,68108
507,59649,1,mannheimminers,3164,59612,37014,36602,19492
508,17465,1,mannheimminers,53311,30926,27047,64832,49670
509,53838,1,mannheimminers,75662,5788,41174,30198,63255
510,37146,1,mannheimminers,8017,46691,45093,66487,70116
511,40692,1,mannheimminers,62381,64970,57012,29044,49792
512,53134,1,mannheimminers,26634,20509,73064,44576,62503
513,10841,1,mannheimminers,28775,66182,67253,30757,50102
514,11169,1,mannheimminers,20240,3693,10590,9826,17291
515,68764,1,mannheimminers,,,,,
516,57342,1,mannheimminers,46227,59385,19789,4214,16848
517,11603,1,mannheimminers,59713,66585,20519,61364,15021
518,69838,1,mannheimminers,70286,26821,25328,22862,78926
519,37998,1,mannheimminers,29118,9832,40576,65895,9384
520,35898,1,mannheimminers,67852,14663,41370,77295,50883
521,51042,1,mannheimminers,41923,57676,68492,24207,20791
522,44118,1,mannheimminers,65829,37248,67920,74109,41628
523,67506,1,mannheimminers,70419,39427,56101,60619,66066
524,636,1,mannheimminers,,,,,
525,2579,1,mannheimminers,61143,40237,3288,64454,1636
526,45286,1,mannheimminers,50007,10063,42391,26170,74387
527,18427,1,mannheimminers,9730,6628,41455,65022,16616
528,28844,1,mannheimminers,73958,10215,37116,78671,72050
529,65714,1,mannheimminers,25332,35843,68048,68858,41451
530,24554,1,mannheimminers,22023,76859,62044,71823,33606
531,36175,1,mannheimminers,70311,57465,74769,48702,15498
532,72138,1,mannheimminers,25035,49574,56441,17333,11740
533,45594,1,mannheimminers,43625,57494,71792,46040,56552
534,24747,1,mannheimminers,43551,33534,6132,42074,44927
535,26662,1,mannheimminers,44496,23019,47208,51241,64897
536,33525,1,mannheimminers,4949,78460,75641,18212,55723
537,8296,1,mannheimminers,71315,42494,43834,51736,43076
538,56597,1,mannheimminers,35281,576,33562,33941,41652
539,61794,1,mannheimminers,50859,45513,26802,6874,65867
540,27261,1,mannheimminers,3943,28309,18719,50930,15240
541,468,1,mannheimminers,,,,,
542,29448,1,mannheimminers,55046,71344,73637,68465,30302
543,726,1,mannheimminers,62110,70423,54103,35935,17443
544,55154,1,mannheimminers,3760,61852,7636,14293,75401
545,7977,1,mannheimminers,57229,38665,30633,46612,53176
546,53078,1,mannheimminers,66731,24140,50663,46944,23375
547,34125,1,mannheimminers,9517,51688,53659,42074,45316
548,71063,1,mannheimminers,,,,,
549,67063,1,mannheimminers,3051,52398,41469,16532,24529
550,47597,1,mannheimminers,14903,9120,74513,19038,17186
551,52305,1,mannheimminers,66046,52305,13379,68165,13379
552,65833,1,mannheimminers,27470,8515,862,34458,71603
553,5733,1,mannheimminers,52736,20594,46230,78078,78371
554,33494,1,mannheimminers,50569,25024,12552,17910,16476
555,10881,1,mannheimminers,37992,40423,54793,57117,77440
556,74196,1,mannheimminers,67765,10063,24289,59030,74387
557,22160,1,mannheimminers,62797,46884,59248,42939,1733
558,70190,1,mannheimminers,2022,14551,41047,9523,47966
559,16191,1,mannheimminers,60169,25908,46784,56373,1436
560,6363,1,mannheimminers,67751,28431,24187,36284,63399
561,51060,1,mannheimminers,24757,62751,45750,16996,62781
562,41219,1,mannheimminers,22728,71806,23556,50211,6531
563,53100,1,mannheimminers,30382,47909,63940,51359,45380
564,45871,1,mannheimminers,66469,60409,29210,2828,28784
565,29083,1,mannheimminers,52979,11193,16996,6177,62781
566,61636,1,mannheimminers,32744,11046,59059,75730,12237
567,42715,1,mannheimminers,18601,27940,22459,50300,8344
568,32754,1,mannheimminers,31619,21256,21741,15229,64170
569,72607,1,mannheimminers,44728,23288,38698,56990,51489
570,6955,1,mannheimminers,,,,,
571,2399,1,mannheimminers,39128,52294,14755,66201,18641
572,60216,1,mannheimminers,15254,53219,51556,36925,1031
573,26438,1,mannheimminers,39744,52821,3374,12053,122
574,57977,1,mannheimminers,1843,71103,61893,15965,67007
575,47675,1,mannheimminers,,,,,
576,51832,1,mannheimminers,60073,41451,68858,22508,16354
577,29972,1,mannheimminers,73560,23603,13933,6277,38935
578,33790,1,mannheimminers,1874,44864,69426,70417,30060
579,45390,1,mannheimminers,8158,34004,77143,60287,3228
580,11609,1,mannheimminers,35281,576,41652,73965,56711
581,73256,1,mannheimminers,58890,32467,40331,1162,63303
582,20740,1,mannheimminers,57500,35573,50698,53634,46023
583,24746,1,mannheimminers,7150,49714,35591,45978,40327
584,33956,1,mannheimminers,53444,11084,49502,64179,73465
585,11253,1,mannheimminers,,,,,
586,5255,1,mannheimminers,69873,6531,38,24742,70389
587,24675,1,mannheimminers,25686,32235,57450,37199,49247
588,58404,1,mannheimminers,64442,49491,25935,61843,2909
589,47464,1,mannheimminers,64284,60170,40134,807,72074
590,39665,1,mannheimminers,20409,63797,14650,17180,34565
591,18622,1,mannheimminers,42347,58179,55409,36318,26178
592,54066,1,mannheimminers,71817,26121,59648,13379,67336
593,30229,1,mannheimminers,29125,1384,50665,12109,8326
594,71353,1,mannheimminers,16831,38146,63077,72244,23978
595,14037,1,mannheimminers,73679,26722,42112,10738,29032
596,71784,1,mannheimminers,72383,77847,40613,70398,32278
597,46951,1,mannheimminers,8526,46870,47341,70408,11879
598,61514,1,mannheimminers,35569,47984,52570,30568,23653
599,27259,1,mannheimminers,43988,6196,6949,1037,34977
600,45613,1,mannheimminers,36285,12567,74544,31538,48357
601,22972,1,mannheimminers,14504,49548,34915,1950,74523
602,45435,1,mannheimminers,76286,68664,77247,65819,42987
603,62993,1,mannheimminers,24812,31660,23546,78204,66122
604,64509,1,mannheimminers,46326,34604,56185,68751,1520
605,46931,1,mannheimminers,49001,32762,43990,77956,48325
606,65465,1,mannheimminers,38903,6800,43731,61667,32793
607,60384,1,mannheimminers,5063,62267,10132,64536,48072
608,31881,1,mannheimminers,60730,14408,48684,54640,9384
609,67229,1,mannheimminers,37756,54309,65708,45658,40918
610,58605,1,mannheimminers,65799,16390,44299,45309,3682
611,6530,1,mannheimminers,,,,,
612,43304,1,mannheimminers,25530,48613,35157,19502,58452
613,21179,1,mannheimminers,75134,69964,8640,43026,21900
614,28853,1,mannheimminers,26405,21629,4744,66335,64560
615,47632,1,mannheimminers,40699,3063,39977,25166,15663
616,15039,1,mannheimminers,51168,4086,71433,40644,15357
617,72722,1,mannheimminers,49304,41196,466,18661,41555
618,45270,1,mannheimminers,30391,70501,53120,10895,72160
619,61339,1,mannheimminers,41451,15869,24742,67557,50211
620,48791,1,mannheimminers,15744,14971,2003,1280,20102
621,32110,1,mannheimminers,12493,65611,35971,60464,44368
622,33558,1,mannheimminers,37063,6601,1808,3308,34905
623,21639,1,mannheimminers,17908,20798,24448,42868,68957
624,47838,1,mannheimminers,12447,12124,47837,8377,13250
625,78241,1,mannheimminers,14265,32231,4944,34283,33408
626,6413,1,mannheimminers,67788,53745,55219,66996,3962
627,27334,1,mannheimminers,71391,43624,31788,47213,23229
628,3425,1,mannheimminers,60370,21715,62386,53159,35582
629,29779,1,mannheimminers,29629,51131,3230,30627,60287
630,45827,1,mannheimminers,45445,20889,60047,38522,41217
631,39627,1,mannheimminers,77534,36531,58516,68931,40382
632,39590,1,mannheimminers,8172,35281,576,56711,41652
633,1103,1,mannheimminers,65110,12144,30470,56077,14173
634,74813,1,mannheimminers,76034,7698,45772,10177,65221
635,39000,1,mannheimminers,17252,20749,15554,58236,56912
636,10434,1,mannheimminers,15238,4655,51597,38696,46671
637,18320,1,mannheimminers,24329,48722,38667,77981,11616
638,47893,1,mannheimminers,9035,58019,14090,20876,57687
639,10426,1,mannheimminers,29196,34650,1723,77940,6874
640,9179,1,mannheimminers,22269,64461,22023,76859,62044
641,58906,1,mannheimminers,42556,16265,16974,66145,35641
642,51702,1,mannheimminers,57258,28318,50350,7699,4500
643,35470,1,mannheimminers,20479,61031,115,22489,68667
644,30816,1,mannheimminers,13696,10385,40855,32721,56244
645,69589,1,mannheimminers,37513,15847,72544,29557,77544
646,8109,1,mannheimminers,25638,37080,9316,52382,1728
647,62276,1,mannheimminers,37836,34600,23837,44370,64124
648,64534,1,mannheimminers,53489,25763,3159,46503,30233
649,5300,1,mannheimminers,21470,55547,45770,31696,71543
650,54461,1,mannheimminers,36947,35169,78130,69757,14086
651,10326,1,mannheimminers,68599,8245,31288,8645,13171
652,1071,1,mannheimminers,11466,9927,78495,25485,75634
653,20234,1,mannheimminers,57959,77061,42792,77003,58452
654,4525,1,mannheimminers,62585,61042,73421,52064,38279
655,62509,1,mannheimminers,68218,6001,38399,2800,41528
656,39941,1,mannheimminers,35222,66448,11256,5718,48621
657,3583,1,mannheimminers,5788,41174,30198,63255,53500
658,35236,1,mannheimminers,29032,42385,26722,16737,39788
659,42326,1,mannheimminers,9580,11942,47269,10889,20733
660,22868,1,mannheimminers,57552,21610,18747,45675,33378
661,28533,1,mannheimminers,77477,67562,69153,77202,69388
662,61752,1,mannheimminers,56999,76996,38811,60145,62222
663,45955,1,mannheimminers,45910,3983,1960,26722,72711
664,3166,1,mannheimminers,42391,10063,4052,59030,45261
665,1168,1,mannheimminers,17176,39029,3308,6601,1808
666,259,1,mannheimminers,75458,19512,65564,61741,36475
667,60087,1,mannheimminers,15336,63287,4509,24052,56590
668,12311,1,mannheimminers,53376,39826,50256,43897,71005
669,66633,1,mannheimminers,51011,44912,71004,21487,5546
670,65860,1,mannheimminers,70392,46230,52736,78078,20594
671,52748,1,mannheimminers,54714,64365,26802,1723,18155
672,35638,1,mannheimminers,4571,51884,16067,56925,24159
673,23349,1,mannheimminers,64040,20162,8099,21872,7690
674,30313,1,mannheimminers,36686,39647,56088,11833,29095
675,5498,1,mannheimminers,76852,65049,11869,70411,40960
676,45424,1,mannheimminers,,,,,
677,15472,1,mannheimminers,17004,1531,21122,73910,29019
678,13056,1,mannheimminers,22023,18781,76859,76617,19541
679,14122,1,mannheimminers,195,38977,23904,21607,17854
680,50582,1,mannheimminers,78279,68138,43824,56121,58107
681,38840,1,mannheimminers,69308,56103,67355,69513,25702
682,63023,1,mannheimminers,,,,,
683,8516,1,mannheimminers,6828,51052,78188,48700,3690
684,47014,1,mannheimminers,55658,54718,78558,67497,28052
685,49396,1,mannheimminers,70925,63402,40439,53755,74449
686,75774,1,mannheimminers,68864,37736,53390,58393,36271
687,13180,1,mannheimminers,76893,78526,49546,55017,19483
688,16340,1,mannheimminers,12431,76044,19533,23791,26186
689,78314,1,mannheimminers,58620,47984,30568,35569,52843
690,1460,1,mannheimminers,14343,9211,51342,67309,55263
691,38005,1,mannheimminers,26267,45978,23423,49714,40327
692,42622,1,mannheimminers,68287,71518,37350,21977,72881
693,38523,1,mannheimminers,78889,66108,19474,76264,44022
694,74041,1,mannheimminers,,,,,
695,37011,1,mannheimminers,8950,7709,45317,35093,52244
696,6288,1,mannheimminers,61931,12978,58556,46870,78879
697,62728,1,mannheimminers,,,,,
698,15949,1,mannheimminers,,,,,
699,15715,1,mannheimminers,42758,73135,12439,34213,42261
700,10097,1,mannheimminers,32120,67495,13065,65215,68479
701,66177,1,mannheimminers,28704,30540,72691,66314,17647
702,16746,1,mannheimminers,60493,16355,2558,13266,29713
703,18879,1,mannheimminers,31186,52094,46192,1048,21325
704,7655,1,mannheimminers,26523,5536,3571,64780,74996
705,53378,1,mannheimminers,11280,48707,74992,27300,62241
706,15167,1,mannheimminers,,,,,
707,33517,1,mannheimminers,69535,50811,58817,44085,54638
708,2975,1,mannheimminers,39788,73679,10738,1960,29150
709,62454,1,mannheimminers,46030,6837,44297,64983,62532
710,51133,1,mannheimminers,52221,28064,37173,2912,53167
711,71805,1,mannheimminers,,,,,
712,67073,1,mannheimminers,24303,12559,25515,76113,42628
713,77384,1,mannheimminers,54847,13708,29339,13094,64396
714,5844,1,mannheimminers,,,,,
715,52718,1,mannheimminers,24450,28794,38602,73843,24830
716,15767,1,mannheimminers,76769,39747,29396,67740,70183
717,45935,1,mannheimminers,52382,53030,4104,58880,11032
718,2142,1,mannheimminers,39551,60323,33865,42383,18077
719,31637,1,mannheimminers,76374,48550,49315,37736,34623
720,31129,1,mannheimminers,74056,25085,71256,49030,37130
721,76150,1,mannheimminers,39189,34500,11842,27330,11058
722,75867,1,mannheimminers,46668,22000,39537,28040,2795
723,24085,1,mannheimminers,15265,54234,71828,61017,27770
724,13973,1,mannheimminers,2203,43608,47044,62960,78389
725,70180,1,mannheimminers,54623,34436,41142,66896,50848
726,77574,1,mannheimminers,36262,576,35281,41652,73965
727,62162,1,mannheimminers,64180,35785,516,31110,15781
728,40017,1,mannheimminers,33216,38183,23258,53169,20955
729,49479,1,mannheimminers,14977,37379,445,961,76906
730,9036,1,mannheimminers,6552,6839,39348,38613,54264
731,14314,1,mannheimminers,66553,64901,4833,5739,22764
732,54145,1,mannheimminers,61626,71967,53572,5979,58025
733,36939,1,mannheimminers,78499,23196,46264,41797,11821
734,13269,1,mannheimminers,32246,19937,39090,52305,34668
735,24486,1,mannheimminers,67652,66046,52305,63081,1224
736,31685,1,mannheimminers,21887,70204,56621,69176,78186
737,55613,1,mannheimminers,50803,71531,37023,38548,70704
738,10307,1,mannheimminers,35061,72711,16737,19689,73036
739,31085,1,mannheimminers,75101,30718,5601,6601,1808
740,12152,1,mannheimminers,76859,22023,62044,71823,28901
741,1399,1,mannheimminers,15135,7812,8563,77511,27722
742,47621,1,mannheimminers,39036,23931,16210,8370,47378
743,77524,1,mannheimminers,13867,34192,7435,62965,75377
744,72017,1,mannheimminers,11465,51993,18392,60109,63559
745,68427,1,mannheimminers,63291,76742,23439,25521,17001
746,45238,1,mannheimminers,,,,,
747,1777,1,mannheimminers,78179,52005,65813,48031,37433
748,64596,1,mannheimminers,77523,15247,2540,43876,661
749,53660,1,mannheimminers,35222,5718,13840,55311,46961
750,53793,1,mannheimminers,28629,14346,78553,35498,63382
751,53003,1,mannheimminers,43532,52807,24240,34218,44632
752,30144,1,mannheimminers,,,,,
753,59985,1,mannheimminers,40960,56492,9284,31880,27834
754,5384,1,mannheimminers,22325,11741,29088,61542,60232
755,70911,1,mannheimminers,33826,51585,2983,28311,8593
756,54790,1,mannheimminers,38843,30464,16486,16690,70981
757,66903,1,mannheimminers,15802,48676,66191,28633,31853
758,49099,1,mannheimminers,73947,31310,57521,544,59459
759,35947,1,mannheimminers,40011,11589,16509,66471,21277
760,18424,1,mannheimminers,39067,31156,59106,24519,22008
761,1177,1,mannheimminers,60845,26522,18178,4586,47103
762,25513,1,mannheimminers,16786,537,71756,7598,41610
763,56477,1,mannheimminers,18490,12109,1384,8326,50665
764,19649,1,mannheimminers,72189,49340,6601,1808,3308
765,28731,1,mannheimminers,47511,67180,20985,32874,61672
766,35048,1,mannheimminers,40894,19660,61779,36306,1159
767,47192,1,mannheimminers,15744,14971,2003,60872,2003
768,56453,1,mannheimminers,70130,11373,48010,13475,58754
769,56939,1,mannheimminers,29065,42755,72462,11821,47578
770,18904,1,mannheimminers,8240,47541,19036,33379,29653
771,44025,1,mannheimminers,51237,38939,23031,30482,71614
772,9012,1,mannheimminers,76850,9103,2167,69533,11518
773,5892,1,mannheimminers,,,,,
774,5119,1,mannheimminers,41495,29828,570,27729,44990
775,19874,1,mannheimminers,15560,35389,26609,12949,60096
776,41477,1,mannheimminers,21260,3468,66158,70570,11618
777,45068,1,mannheimminers,32481,62890,33618,21002,408
778,61261,1,mannheimminers,48572,44846,19990,24465,56509
779,52685,1,mannheimminers,39628,74241,77416,47959,13909
780,21281,1,mannheimminers,25802,46075,35604,75875,9603
781,61125,1,mannheimminers,11963,70183,20759,27473,38083
782,45116,1,mannheimminers,75058,37491,43720,71096,63930
783,15854,1,mannheimminers,66216,9985,49288,73267,9302
784,46634,1,mannheimminers,27316,16010,44819,55392,73877
785,4272,1,mannheimminers,43829,27989,3260,38599,49502
786,39508,1,mannheimminers,15768,22201,36037,75479,14783
787,13970,1,mannheimminers,9120,5785,29032,19689,42112
788,9626,1,mannheimminers,63695,11466,1071,64983,6837
789,6341,1,mannheimminers,74526,43244,72900,31683,52358
790,26222,1,mannheimminers,43551,68073,9517,16837,56590
791,17998,1,mannheimminers,56419,53092,71537,17598,50180
792,51002,1,mannheimminers,,,,,
793,70026,1,mannheimminers,23366,38911,23809,16247,10984
794,4089,1,mannheimminers,41483,23532,7013,549,68273
795,56945,1,mannheimminers,19347,54040,22464,78189,16201
796,56300,1,mannheimminers,48335,58476,73958,29525,41974
797,29536,1,mannheimminers,59648,71817,26121,52037,13379
798,67085,1,mannheimminers,65222,24832,32671,63893,54228
799,8318,1,mannheimminers,56935,17194,68765,2987,6920
800,50701,1,mannheimminers,10206,67810,17498,7636,3760
801,39906,1,mannheimminers,27858,34389,49782,25460,42719
802,20388,1,mannheimminers,37852,406,29327,66651,722
803,48054,1,mannheimminers,68904,43152,30511,42912,6814
804,28013,1,mannheimminers,75712,45268,30317,40972,41673
805,72242,1,mannheimminers,71531,27444,69775,70704,25710
806,69407,1,mannheimminers,46429,23693,37102,73379,47345
807,67382,1,mannheimminers,61786,21100,75434,35978,54638
808,48584,1,mannheimminers,31729,26426,14578,65240,62366
809,38197,1,mannheimminers,78067,12575,49614,7824,10143
810,3696,1,mannheimminers,12299,73078,42419,58556,32731
811,22940,1,mannheimminers,,,,,
812,66319,1,mannheimminers,60122,29999,2456,33447,44880
813,37531,1,mannheimminers,34528,74294,65242,26094,76857
814,47302,1,mannheimminers,8676,25238,13121,14993,51769
815,64237,1,mannheimminers,52414,62099,51815,41248,31168
816,60983,1,mannheimminers,35110,52250,19968,70166,30200
817,687,1,mannheimminers,27420,3230,21811,12315,55787
818,51599,1,mannheimminers,7745,43364,8639,27005,19131
819,12519,1,mannheimminers,42495,12519,53915,71372,54616
820,8268,1,mannheimminers,8559,54718,17424,7458,68820
821,45732,1,mannheimminers,52570,27096,78813,22837,47984
822,29948,1,mannheimminers,32998,44864,30060,69426,38474
823,24087,1,mannheimminers,62109,25263,74022,20436,34092
824,24667,1,mannheimminers,71431,23060,77143,32181,14637
825,9197,1,mannheimminers,23014,16996,11193,52979,62781
826,31571,1,mannheimminers,,,,,
827,71698,1,mannheimminers,1960,72711,73679,73036,29032
828,43672,1,mannheimminers,11584,12568,48274,1044,74528
829,72088,1,mannheimminers,35345,72972,29857,40043,484
830,53393,1,mannheimminers,23924,74082,19805,36981,69192
831,38254,1,mannheimminers,78725,47310,36819,34524,61104
832,27491,1,mannheimminers,52385,37642,17390,2412,25274
833,7028,1,mannheimminers,66233,13795,60387,65482,11058
834,56180,1,mannheimminers,1493,61807,62367,41214,8452
835,10324,1,mannheimminers,48087,5550,15901,74837,12144
836,51443,1,mannheimminers,9883,65811,72896,41358,810
837,65088,1,mannheimminers,33849,75482,77701,193,19482
838,45487,1,mannheimminers,9519,56283,54058,11475,74616
839,7201,1,mannheimminers,,,,,
840,3031,1,mannheimminers,24687,31403,38577,39602,65344
841,52727,1,mannheimminers,,,,,
842,66360,1,mannheimminers,66663,70924,48317,45426,59630
843,70707,1,mannheimminers,,,,,
844,60250,1,mannheimminers,15044,72190,58179,58063,78327
845,70223,1,mannheimminers,639,56296,646,64750,15466
846,12103,1,mannheimminers,24782,30790,27541,28264,50858
847,29580,1,mannheimminers,50962,50299,29794,39543,22516
848,3472,1,mannheimminers,25756,59030,67765,26170,24289
849,66315,1,mannheimminers,3205,48319,26473,22813,70649
850,58455,1,mannheimminers,68544,68544,3531,68273,42616
851,9424,1,mannheimminers,43589,11795,29523,70544,76063
852,56705,1,mannheimminers,35953,13311,72149,47191,50859
853,54338,1,mannheimminers,57045,45248,35230,60232,61542
854,70923,1,mannheimminers,22026,25361,7636,5953,17498
855,41422,1,mannheimminers,2549,48203,9763,49158,52910
856,23087,1,mannheimminers,,,,,
857,60594,1,mannheimminers,53147,73898,3718,6422,56068
858,59102,1,mannheimminers,71411,24458,52702,17518,13452
859,70997,1,mannheimminers,31552,16348,59030,26170,4052
860,15861,1,mannheimminers,37038,58409,32980,71402,76046
861,8542,1,mannheimminers,1041,33333,46549,34721,22133
862,38964,1,mannheimminers,10807,2520,32556,25418,50174
863,8208,1,mannheimminers,74377,78291,45958,70631,47713
864,1954,1,mannheimminers,35927,8524,48092,18294,35954
865,4822,1,mannheimminers,61545,18119,5082,41316,1723
866,26113,1,mannheimminers,3337,5251,26553,9666,77410
867,12970,1,mannheimminers,43837,8619,9968,72628,41485
868,9891,1,mannheimminers,2559,4106,40485,19802,3741
869,65669,1,mannheimminers,318,51780,77025,40766,35849
870,26379,1,mannheimminers,14908,70826,35891,17834,69267
871,30725,1,mannheimminers,7244,2179,44754,72191,32705
872,55501,1,mannheimminers,22014,6722,67879,73054,9962
873,49738,1,mannheimminers,36471,27330,11058,55928,27047
874,77676,1,mannheimminers,35591,13837,49714,40327,7150
875,16801,1,mannheimminers,40056,64296,27657,40782,62548
876,61475,1,mannheimminers,38542,11370,25285,5913,49200
877,51600,1,mannheimminers,6046,73105,74251,28608,950
878,33303,1,mannheimminers,26170,24289,55209,10063,59030
879,39498,1,mannheimminers,18386,49639,69726,20780,54826
880,46052,1,mannheimminers,39958,34104,78022,45440,50587
881,72969,1,mannheimminers,57699,41000,58248,16021,72798
882,14895,1,mannheimminers,30981,13988,11119,23333,41665
883,69233,1,mannheimminers,17138,39691,55737,54616,71440
884,19801,1,mannheimminers,14142,71110,20425,32164,23583
885,65557,1,mannheimminers,68333,28682,31696,41813,74843
886,78480,1,mannheimminers,77648,6104,5227,20617,5090
887,20547,1,mannheimminers,54253,60378,53358,64547,16016
888,47002,1,mannheimminers,64861,21106,57547,34617,26311
889,41580,1,mannheimminers,33857,70162,20058,13935,75635
890,23706,1,mannheimminers,29585,6839,39348,52064,53649
891,8498,1,mannheimminers,26764,58083,22627,40536,72066
892,53475,1,mannheimminers,68479,65215,13065,17374,406
893,2074,1,mannheimminers,30124,64461,22269,45761,32051
894,75295,1,mannheimminers,774,70207,69174,14099,8289
895,39076,1,mannheimminers,73484,42569,29863,41865,28503
896,59879,1,mannheimminers,17674,28285,38474,44864,69426
897,51540,1,mannheimminers,75344,15681,69019,29124,19246
898,40362,1,mannheimminers,11714,37909,21090,77380,23596
899,73789,1,mannheimminers,55958,13653,30740,4218,63922
900,76368,1,mannheimminers,6024,18179,8484,32060,3760
901,22313,1,mannheimminers,44537,15867,71238,47205,66185
902,11550,1,mannheimminers,3035,21437,59271,67764,73036
903,73200,1,mannheimminers,,,,,
904,21536,1,mannheimminers,61805,75220,50811,35978,44085
905,56475,1,mannheimminers,62079,78667,36612,45377,60896
906,27237,1,mannheimminers,56078,66981,68820,48250,67497
907,59970,1,mannheimminers,19541,76617,33284,22023,31315
908,66324,1,mannheimminers,25032,18020,15869,17772,67557
909,56170,1,mannheimminers,2643,3114,28723,52956,54557
910,61750,1,mannheimminers,15744,14971,2003,76902,20102
911,78486,1,mannheimminers,59500,15717,61744,27301,65215
912,22231,1,mannheimminers,60735,16127,3781,58886,61196
913,56175,1,mannheimminers,28408,12299,27615,100,17652
914,36526,1,mannheimminers,39206,60794,34617,21106,64861
915,72777,1,mannheimminers,61319,9870,46795,11245,6901
916,51818,1,mannheimminers,27766,64884,66942,55141,9391
917,78303,1,mannheimminers,,,,,
918,54090,1,mannheimminers,65248,60347,6539,13225,343
919,58865,1,mannheimminers,57970,28998,30459,41529,58170
920,28493,1,mannheimminers,10130,46668,30154,9581,42876
921,39201,1,mannheimminers,23095,11577,41384,8585,27858
922,3523,1,mannheimminers,55781,29784,3059,62087,57040
923,26764,1,mannheimminers,58083,22627,40536,72066,8498
924,10587,1,mannheimminers,68479,13065,65215,45937,56657
925,27590,1,mannheimminers,43604,67318,6328,24095,60094
926,14640,1,mannheimminers,17506,32268,41748,61036,32483
927,30239,1,mannheimminers,406,722,19183,21162,4047
928,25987,1,mannheimminers,40196,78890,76229,46155,21811
929,50899,1,mannheimminers,25368,49452,74029,10603,41240
930,38664,1,mannheimminers,44553,12767,31680,49876,24052
931,64339,1,mannheimminers,45401,54597,9078,49496,10648
932,36157,1,mannheimminers,72101,3166,14573,19804,40868
933,67219,1,mannheimminers,,,,,
934,26971,1,mannheimminers,1337,78229,44877,20296,39452
935,59750,1,mannheimminers,51244,26146,54414,9160,24250
936,14318,1,mannheimminers,,,,,
937,35892,1,mannheimminers,51515,43551,71713,69870,6019
938,23226,1,mannheimminers,73107,61131,7185,14829,57811
939,78680,1,mannheimminers,29866,68542,72280,21380,12093
940,60056,1,mannheimminers,14735,2516,10009,17162,64271
941,68759,1,mannheimminers,47204,38789,51303,53415,24603
942,61909,1,mannheimminers,960,6188,58015,58416,10702
943,62464,1,mannheimminers,67765,25756,42391,26170,24289
944,39864,1,mannheimminers,39315,44502,9763,49158,76925
945,4120,1,mannheimminers,70113,76173,14336,28880,59731
946,71863,1,mannheimminers,53531,44814,66676,54684,1572
947,67953,1,mannheimminers,76982,73835,64958,46023,17442
948,14782,1,mannheimminers,31676,2930,62600,62239,62753
949,55221,1,mannheimminers,19441,47062,30629,13979,77484
950,13755,1,mannheimminers,7642,44098,25352,11393,78798
951,66040,1,mannheimminers,12716,11615,78748,4818,35310
952,22353,1,mannheimminers,19495,43551,68073,53659,51688
953,11485,1,mannheimminers,67230,65485,78497,4038,10326
954,10789,1,mannheimminers,18890,73302,7084,27665,23314
955,63891,1,mannheimminers,57640,45272,27638,15740,53666
956,49179,1,mannheimminers,46187,73950,33338,37869,4491
957,817,1,mannheimminers,16903,1808,6601,3308,40037
958,25157,1,mannheimminers,62920,16280,18064,2523,45318
959,41090,1,mannheimminers,6276,42939,7398,70958,17579
960,77200,1,mannheimminers,16995,54489,3308,6601,1808
961,66568,1,mannheimminers,22297,4991,9410,27301,23761
962,45173,1,mannheimminers,13935,20058,75635,33857,9603
963,20399,1,mannheimminers,30656,77653,25233,68799,53085
964,76916,1,mannheimminers,62664,54460,2430,18651,75468
965,63103,1,mannheimminers,,,,,
966,64517,1,mannheimminers,51331,430,66158,73324,67309
967,47988,1,mannheimminers,49376,2773,73021,27906,51671
968,44662,1,mannheimminers,58409,71402,32980,37038,22783
969,76645,1,mannheimminers,,,,,
970,62115,1,mannheimminers,49589,49106,47880,11059,61539
971,62234,1,mannheimminers,74992,11280,62241,48707,27300
972,36826,1,mannheimminers,45405,73227,22809,24519,56586
973,29916,1,mannheimminers,57901,8030,39913,37459,5732
974,8728,1,mannheimminers,37749,10061,75624,51573,31880
975,30372,1,mannheimminers,74669,44094,51685,57641,66068
976,17138,1,mannheimminers,37650,73024,36827,20176,78876
977,40812,1,mannheimminers,24381,48371,44840,65838,44548
978,28381,1,mannheimminers,73108,25527,75717,31029,13475
979,37563,1,mannheimminers,34630,49775,62598,53419,45766
980,42158,1,mannheimminers,54135,45286,48352,64411,46833
981,36959,1,mannheimminers,4835,6459,47204,51303,35491
982,30622,1,mannheimminers,1451,26377,48832,34292,10678
