itemID,predictions
27261,"['50931', '19173', '34877', '67713', '31116']"
468,"['63552', '12129', '58165', '73677', '60843']"
29448,"['50449', '73637', '43504', '58181', '29815']"
726,"['17544', '21446', '23456', '17443', '61859']"
55154,"['3977', '24929', '68953', '69338', '42435']"
7977,"['36377', '52167', '1047', '70344', '72697']"
53078,"['74084', '39104', '52316', '3095', '44855']"
34125,"['28880', '71793', '54447', '37900', '68713']"
71063,"['5249', '29306', '17589', '78684', '32177']"
67063,"['16532', '23914', '41469', '20696', '78893']"
47597,"['22916', '13485', '35990', '57983', '41954']"
52305,"['24486', '66046', '28543', '73538', '68335']"
65833,"['75845', '16443', '65575', '48172', '73317']"
5733,"['50622', '45754', '57554', '49665', '46091']"
33494,"['25024', '61974', '16476', '57840', '62481']"
10881,"['69436', '68846', '54793', '56315', '54555']"
74196,"['28824', '35795', '20009', '13263', '6822']"
22160,"['2928', '69874', '3435', '38977', '11772']"
70190,"['9523', '14551', '34321', '22848', '41047']"
16191,"['25908', '60169', '9244', '33976', '6579']"
6363,"['67751', '38356', '28431', '36284', '23319']"
51060,"['2448', '62751', '33041', '24757', '20922']"
41219,"['42467', '18494', '7525', '56867', '50280']"
53100,"['68205', '25155', '45380', '65772', '10899']"
45871,"['69766', '1527', '57008', '10515', '10067']"
29083,"['77335', '7771', '60923', '7206', '12560']"
61636,"['75730', '39171', '2188', '6771', '52099']"
42715,"['59613', '43347', '36339', '29950', '58380']"
32754,"['22966', '19502', '17754', '44303', '69196']"
72607,"['73245', '25738', '77121', '73973', '3853']"
6955,"['40081', '45930', '3851', '51918', '72381']"
2399,"['39128', '14755', '52294', '37618', '78614']"
60216,"['15254', '26236', '41209', '41958', '27259']"
26438,"['39744', '33612', '49777', '67468', '3374']"
57977,"['13704', '45331', '5217', '12367', '30741']"
47675,[]
51832,"['35843', '60283', '58811', '11937', '61052']"
29972,"['58703', '47528', '27906', '35865', '63906']"
33790,"['71570', '63555', '43738', '10357', '74560']"
45390,"['50510', '49835', '75762', '12635', '61931']"
11609,"['18477', '45989', '78956', '27575', '39853']"
73256,"['15204', '49509', '63303', '58890', '40331']"
20740,"['41267', '28141', '36508', '6503', '56348']"
24746,"['12562', '60006', '36947', '25080', '52277']"
33956,"['20859', '6816', '20774', '28855', '75263']"
11253,"['57482', '76018', '20204', '58885', '40828']"
5255,"['57210', '39479', '24512', '75504', '64081']"
24675,"['30609', '25999', '11025', '45607', '36086']"
58404,"['329', '72148', '76453', '75804', '37144']"
47464,"['38766', '54549', '31583', '64456', '40712']"
39665,"['48181', '54740', '49548', '73503', '21707']"
18622,"['42347', '50725', '46827', '62061', '48251']"
54066,"['24231', '78032', '58600', '55835', '50993']"
30229,"['75904', '6981', '23201', '31453', '77308']"
71353,"['16831', '72445', '16926', '71930', '70818']"
14037,"['29373', '78980', '65753', '35761', '47747']"
71784,"['8202', '77847', '20483', '29292', '16989']"
46951,"['39263', '38791', '33815', '24465', '23032']"
61514,"['12469', '59341', '72904', '53435', '7731']"
27259,"['43988', '42243', '12350', '58837', '7111']"
45613,"['4242', '60421', '37512', '1139', '65715']"
22972,"['14504', '65882', '76899', '47391', '7498']"
45435,"['68664', '37197', '65819', '58107', '45540']"
62993,"['24812', '31660', '23546', '78204', '25886']"
64509,"['46326', '25925', '1520', '60987', '40097']"
46931,"['74020', '76028', '59843', '67904', '56638']"
65465,"['74590', '20665', '38903', '52519', '31280']"
60384,"['62267', '10132', '5063', '39410', '44322']"
31881,"['17289', '32472', '65852', '41801', '26462']"
67229,"['37756', '38982', '62200', '70337', '58799']"
58605,"['58311', '66379', '44251', '12507', '37190']"
6530,"['3319', '45505', '28094', '819', '48580']"
43304,"['63236', '36636', '53305', '72299', '56626']"
21179,"['52126', '48601', '31365', '57288', '17100']"
28853,"['64591', '31473', '39130', '68282', '45986']"
47632,"['25151', '2149', '6694', '34909', '59455']"
15039,"['63839', '17704', '75293', '16746', '22127']"
72722,"['49304', '466', '18661', '41555', '14347']"
45270,"['30391', '15763', '54876', '69619', '70501']"
61339,"['3705', '76957', '34464', '77206', '21294']"
48791,"['27303', '17845', '55081', '67720', '77013']"
32110,"['23513', '39752', '49248', '40205', '76322']"
33558,"['36095', '34854', '59158', '18397', '75703']"
21639,"['17908', '19195', '78571', '71924', '45302']"
47838,"['62684', '42318', '20247', '58085', '39500']"
78241,"['64251', '53312', '38041', '33333', '67346']"
6413,"['67788', '55219', '34162', '4516', '70434']"
27334,"['43624', '71391', '31788', '47213', '16072']"
3425,"['21715', '66516', '53159', '53076', '38382']"
29779,"['25608', '19942', '10066', '65926', '38342']"
45827,"['45445', '6144', '55173', '41217', '58902']"
39627,"['19702', '58516', '77534', '68931', '6782']"
39590,"['576', '44461', '26647', '5746', '77154']"
1103,"['49935', '56779', '29929', '66129', '53688']"
74813,"['4074', '52664', '13466', '42538', '23278']"
39000,"['4861', '44289', '20053', '18908', '58236']"
10434,"['28228', '4655', '15238', '46671', '38696']"
18320,"['7168', '61868', '78034', '53156', '6997']"
47893,"['57602', '13245', '20876', '56775', '58019']"
10426,"['56404', '46113', '60567', '1861', '55684']"
9179,"['36691', '45233', '15877', '74595', '73550']"
58906,"['42556', '70359', '66145', '16265', '73926']"
51702,"['56053', '40194', '7699', '28318', '41372']"
35470,"['61031', '20479', '10204', '34061', '73555']"
30816,"['68075', '20950', '21845', '13696', '49441']"
69589,"['72544', '15847', '75294', '37513', '34948']"
8109,"['12849', '68228', '15036', '68805', '16766']"
62276,"['22579', '34803', '12590', '71446', '70518']"
64534,"['53489', '3159', '25763', '46503', '70782']"
5300,"['51338', '26498', '50860', '29206', '27535']"
54461,"['40230', '40222', '2730', '24707', '55982']"
10326,"['43176', '75471', '35846', '18975', '56096']"
1071,"['24814', '63514', '66824', '75206', '53524']"
20234,"['57959', '22337', '31997', '56213', '32077']"
4525,"['44485', '62391', '29235', '17057', '69908']"
62509,"['49108', '38399', '6001', '61119', '2800']"
39941,"['55339', '75329', '26823', '35832', '71541']"
3583,"['58243', '9118', '61625', '41671', '59039']"
35236,"['63309', '36107', '21724', '22474', '7418']"
42326,"['29009', '6970', '28268', '22277', '47140']"
22868,"['57552', '50152', '73658', '3608', '45475']"
28533,"['19659', '71022', '5033', '64124', '63006']"
61752,"['49622', '62548', '36107', '74600', '7418']"
45955,"['69595', '67811', '76790', '31131', '59337']"
3166,"['78822', '53980', '63368', '11802', '34164']"
1168,"['70276', '48731', '9528', '77200', '54489']"
259,"['35918', '17400', '9201', '12325', '21262']"
60087,"['57430', '61790', '36396', '609', '38664']"
12311,"['17794', '6359', '49428', '53600', '53376']"
66633,"['51011', '52326', '42235', '44912', '5546']"
65860,"['44433', '76570', '59855', '72325', '52223']"
52748,"['3075', '26843', '839', '31880', '53776']"
35638,"['3013', '39284', '18868', '35011', '52428']"
23349,"['28644', '10703', '39090', '56824', '64629']"
30313,"['30604', '24406', '50437', '61462', '54290']"
5498,"['54815', '66622', '45816', '59549', '60125']"
45424,"['37097', '21731', '22649', '55453', '4780']"
15472,"['5856', '10777', '37456', '668', '65940']"
13056,"['70586', '66990', '34427', '63606', '40520']"
14122,"['195', '23904', '31243', '69587', '3095']"
50582,"['3336', '71205', '10967', '43927', '16712']"
38840,"['56501', '4477', '2646', '67056', '55802']"
63023,"['43549', '36964', '46726', '36065', '7225']"
8516,"['63559', '78188', '48700', '6828', '51052']"
47014,"['58317', '38243', '20662', '14007', '63794']"
49396,"['57763', '30919', '52439', '9997', '38415']"
75774,"['17000', '11072', '49654', '37558', '57741']"
13180,"['78526', '20786', '17184', '30181', '65576']"
16340,"['12431', '19533', '76044', '51810', '19388']"
78314,"['61239', '52889', '6232', '42842', '39027']"
1460,"['51725', '61023', '74222', '16702', '55792']"
38005,"['38996', '19937', '26267', '13269', '32246']"
42622,"['36463', '73715', '77014', '59210', '74775']"
38523,"['66108', '40302', '19478', '34230', '43968']"
74041,"['24264', '22666', '63417', '1130', '7018']"
37011,"['59684', '34915', '19110', '25953', '52241']"
6288,"['70757', '43971', '60079', '60271', '11676']"
62728,"['44592', '52153', '3965', '56602', '21439']"
15949,"['44278', '62838', '71387', '33892', '19367']"
15715,"['60481', '47098', '34213', '36574', '37678']"
10097,"['67495', '32120', '38328', '52753', '22700']"
66177,"['73279', '60611', '38037', '36468', '33041']"
16746,"['47390', '6702', '21723', '15039', '54026']"
18879,"['62380', '15276', '33972', '77956', '66075']"
7655,"['70836', '50222', '25151', '47632', '29473']"
53378,"['68671', '74170', '54761', '54908', '28800']"
15167,"['10452', '19330', '17738', '75849', '41811']"
33517,"['36233', '40312', '72039', '8764', '75339']"
2975,"['26650', '51943', '15321', '43349', '78754']"
62454,"['35042', '41535', '58872', '63335', '11615']"
51133,"['15602', '56472', '53167', '18521', '5261']"
71805,"['71710', '37103', '20659', '38810', '61878']"
67073,"['10498', '41', '64973', '58606', '25058']"
77384,"['29339', '54847', '13708', '74576', '27549']"
5844,"['38535', '16356', '22043', '7638', '27833']"
52718,"['24450', '28794', '19510', '73628', '2507']"
15767,"['39747', '42387', '67860', '47325', '27176']"
45935,"['13350', '46566', '67232', '25643', '31846']"
2142,"['3651', '61188', '43677', '34117', '17441']"
31637,"['49742', '33352', '21521', '34195', '8029']"
31129,"['64671', '74845', '26012', '53846', '15212']"
76150,"['77190', '62102', '63499', '71710', '19207']"
75867,"['67058', '48867', '37870', '57525', '64309']"
24085,"['31237', '61017', '22756', '6516', '15265']"
13973,"['2203', '3991', '8352', '43122', '53435']"
70180,"['54623', '41142', '1416', '34436', '15984']"
77574,"['36262', '51915', '57677', '13392', '5102']"
62162,"['47850', '70526', '60127', '3722', '62360']"
40017,"['50390', '5813', '33216', '61136', '20764']"
49479,"['14977', '66396', '78055', '58254', '31050']"
9036,"['55299', '18367', '29474', '4811', '56948']"
14314,"['22764', '4833', '77255', '5739', '64901']"
54145,"['36170', '12800', '62701', '50102', '64380']"
36939,"['46264', '51235', '65489', '11436', '65009']"
13269,"['32246', '19937', '26267', '19405', '70163']"
24486,"['66046', '52305', '64593', '72145', '63081']"
31685,"['47815', '9609', '47032', '4082', '49039']"
55613,"['14681', '50803', '32993', '37023', '29483']"
10307,"['18756', '34989', '67689', '8745', '6035']"
31085,"['75101', '6601', '65212', '60540', '56719']"
12152,"['66845', '24897', '51138', '35422', '9857']"
1399,"['35021', '47737', '24018', '21703', '42396']"
47621,"['59752', '11619', '30374', '45389', '14498']"
77524,"['63420', '44061', '23941', '35148', '57770']"
72017,"['11152', '67165', '4111', '40589', '7129']"
68427,"['64371', '78397', '17001', '78553', '63382']"
45238,"['24123', '53758', '72415', '46770', '71755']"
1777,"['48197', '52073', '6026', '10125', '51338']"
64596,"['65424', '4773', '41056', '18826', '64483']"
53660,"['74437', '35610', '69764', '24219', '17739']"
53793,"['59496', '44738', '57134', '28629', '35498']"
53003,"['52807', '43532', '36755', '11448', '40369']"
30144,"['27592', '45072', '41162', '45135', '68141']"
59985,"['29379', '20048', '15650', '58969', '47334']"
5384,"['8545', '56043', '52289', '975', '42077']"
70911,"['33826', '28311', '33062', '39495', '41041']"
54790,"['12905', '19679', '20675', '11862', '66500']"
66903,"['12133', '15802', '48676', '45900', '37401']"
49099,"['22716', '48093', '29276', '77490', '37682']"
35947,"['57426', '72119', '22393', '62880', '45607']"
18424,"['39067', '13160', '57245', '46242', '37618']"
1177,"['59048', '16845', '73766', '27414', '7066']"
25513,"['53473', '31129', '53846', '26012', '3156']"
56477,"['18490', '38170', '61134', '57221', '38503']"
19649,"['9399', '65802', '25513', '72920', '53846']"
28731,"['47511', '39210', '53989', '11449', '62519']"
35048,"['68733', '66363', '50094', '61779', '19660']"
47192,"['60872', '31880', '65604', '28185', '11016']"
56453,"['64810', '3155', '57889', '33318', '29277']"
56939,"['29065', '24082', '64021', '48021', '35033']"
18904,"['67', '21794', '19531', '17023', '54765']"
44025,"['75472', '71614', '20111', '31771', '70302']"
9012,"['18604', '22789', '37567', '34649', '28478']"
5892,"['3594', '7635', '60933', '78542', '25737']"
5119,"['1422', '45899', '29086', '11552', '16898']"
19874,"['23440', '17349', '14354', '20519', '16672']"
41477,"['21009', '61718', '61325', '31675', '10064']"
45068,"['37855', '15981', '20437', '24067', '24448']"
61261,"['56509', '24465', '39946', '78309', '20670']"
52685,"['69485', '75868', '21817', '35784', '28256']"
21281,"['25802', '46075', '35604', '75875', '49624']"
61125,"['27176', '38083', '67853', '42586', '22164']"
45116,"['75058', '42939', '19808', '30003', '32640']"
15854,"['24863', '20406', '68491', '66216', '7754']"
46634,"['45420', '70071', '43642', '73204', '46528']"
4272,"['38599', '43829', '23207', '16305', '73646']"
39508,"['71727', '34201', '60821', '12606', '50659']"
13970,"['9120', '23504', '29272', '74513', '1367']"
9626,"['73932', '73383', '74313', '11586', '67358']"
6341,"['46880', '23579', '1651', '14214', '21259']"
26222,"['2026', '74256', '29415', '8401', '76143']"
17998,"['53092', '52920', '18523', '2708', '67480']"
51002,"['46126', '16536', '52931', '27880', '2654']"
70026,"['27442', '39592', '23366', '36351', '28707']"
4089,"['41483', '40716', '24514', '3797', '27123']"
56945,"['65496', '62463', '33347', '26840', '48592']"
56300,"['62811', '2505', '47883', '5070', '27486']"
29536,"['28263', '72247', '9789', '41282', '24628']"
67085,"['57757', '44385', '5337', '60472', '11105']"
8318,"['68765', '17194', '6920', '10438', '72429']"
50701,"['35073', '6329', '26558', '22783', '32447']"
39906,"['78237', '66292', '58516', '73522', '2478']"
20388,"['50030', '37852', '13175', '19295', '71401']"
48054,"['39002', '76929', '43488', '68904', '39478']"
28013,"['27479', '10292', '37385', '59776', '33082']"
72242,"['55583', '77750', '16918', '18956', '48303']"
69407,"['46429', '73379', '53341', '47345', '49551']"
67382,"['61786', '15376', '26986', '43793', '34126']"
48584,"['70907', '14578', '68109', '26426', '31729']"
38197,"['78067', '59537', '60804', '77876', '70795']"
3696,"['69096', '39656', '19969', '66366', '16896']"
22940,"['7550', '47540', '1308', '8949', '54052']"
66319,"['63290', '3229', '1634', '53066', '57092']"
37531,"['24245', '74294', '34480', '34528', '65242']"
47302,"['8676', '25238', '21427', '19782', '78837']"
64237,"['12096', '37425', '52414', '44334', '28671']"
60983,"['35110', '38779', '10843', '43301', '50235']"
687,"['20872', '44819', '53210', '13223', '23259']"
51599,"['7745', '19131', '27005', '43364', '8639']"
12519,"['38386', '50383', '38422', '50730', '67892']"
8268,"['1056', '21568', '10240', '34219', '38282']"
45732,"['60170', '25146', '36899', '7955', '8893']"
29948,"['13138', '35633', '52181', '6680', '65733']"
24087,"['33933', '25505', '25605', '50209', '76162']"
24667,"['69983', '24887', '54447', '38090', '30255']"
9197,"['49659', '74532', '48648', '61517', '77055']"
31571,"['12063', '55818', '17679', '6335', '47482']"
71698,"['28440', '3294', '52003', '14380', '41769']"
43672,"['4273', '25447', '42393', '24319', '42699']"
72088,"['74493', '37136', '54689', '47010', '17873']"
53393,"['58680', '77899', '20154', '16545', '14042']"
38254,"['78725', '4129', '72052', '71429', '60394']"
27491,"['31943', '61835', '74549', '33510', '41670']"
7028,"['76479', '72847', '65675', '62914', '51153']"
56180,"['41214', '77600', '21904', '63032', '40183']"
10324,"['48087', '21653', '53260', '14925', '54667']"
51443,"['41176', '28340', '62962', '14287', '1567']"
65088,"['39735', '7105', '42048', '19482', '70135']"
45487,"['21852', '47209', '40295', '64634', '53251']"
7201,"['18280', '34357', '69883', '60191', '36671']"
3031,"['18334', '38577', '51987', '68014', '31423']"
52727,"['21086', '76005', '61851', '37577', '32013']"
66360,"['74987', '64655', '21274', '55534', '19596']"
70707,"['76166', '34071', '4727', '18524', '56533']"
60250,"['72984', '30386', '12269', '4676', '46591']"
70223,"['639', '56296', '21956', '35234', '2414']"
12103,"['283', '29292', '20483', '69166', '24591']"
29580,"['2292', '72254', '75590', '39543', '64118']"
3472,"['25163', '49459', '48508', '25353', '47395']"
66315,"['35110', '10384', '40085', '59966', '27741']"
58455,"['64770', '5418', '31554', '10336', '64184']"
9424,"['28227', '16223', '66103', '26573', '30778']"
56705,"['29597', '9871', '13392', '19016', '37141']"
54338,"['67608', '34708', '4700', '73299', '54671']"
70923,"['25361', '22026', '12490', '46971', '71097']"
41422,"['65899', '45301', '56536', '77373', '76600']"
23087,"['64458', '12945', '29894', '39501', '55956']"
60594,"['53147', '21123', '3718', '76946', '6422']"
59102,"['47333', '72515', '35955', '60576', '55651']"
70997,"['26125', '41078', '3270', '7917', '53330']"
15861,"['38662', '62929', '39738', '34866', '51408']"
8542,"['34721', '1041', '46549', '18421', '22133']"
38964,"['63551', '61640', '26638', '73519', '35824']"
8208,"['38891', '45958', '8989', '23356', '70631']"
1954,"['25683', '65096', '23768', '37475', '42438']"
4822,"['41316', '18119', '53523', '61545', '40287']"
26113,"['78581', '48636', '267', '52720', '19221']"
12970,"['72628', '70651', '77670', '18172', '63457']"
9891,"['2559', '40485', '39964', '33894', '41551']"
65669,"['78295', '74704', '61176', '13095', '65398']"
26379,"['14908', '65330', '42245', '43568', '6093']"
30725,"['35226', '30920', '7244', '23811', '10107']"
55501,"['73054', '9962', '64290', '6722', '28841']"
49738,"['73237', '39325', '7063', '2270', '250']"
77676,"['18510', '28229', '66593', '64648', '30719']"
16801,"['27657', '40782', '50979', '78705', '20291']"
61475,"['5955', '34391', '67799', '28181', '75272']"
51600,"['6046', '950', '15479', '9483', '73105']"
33303,"['41709', '9683', '37865', '69846', '50402']"
39498,"['49809', '15159', '62191', '41345', '70697']"
46052,"['39958', '68054', '47656', '35362', '11510']"
72969,"['71492', '6214', '68222', '21131', '58626']"
14895,"['6191', '68713', '8624', '58367', '40892']"
69233,"['39916', '31802', '53194', '784', '39691']"
19801,"['20425', '14142', '39531', '400', '42292']"
65557,"['35948', '1049', '54859', '56620', '60140']"
78480,"['15666', '36058', '60010', '48992', '37670']"
20547,"['13099', '41853', '37793', '15929', '4514']"
47002,"['21891', '62572', '19797', '14228', '49056']"
41580,"['43669', '37574', '8224', '33759', '17893']"
23706,"['3467', '71518', '45131', '46758', '15120']"
8498,"['58083', '72066', '22627', '26764', '40536']"
53475,"['47407', '73917', '67707', '48248', '33847']"
2074,"['38133', '7503', '58568', '78292', '73361']"
75295,"['774', '43091', '51498', '39047', '34817']"
39076,"['27857', '72964', '35497', '39291', '40909']"
59879,"['10463', '78416', '6050', '10759', '62369']"
51540,"['72864', '15681', '75344', '8427', '72336']"
40362,"['57464', '3232', '78678', '11714', '25395']"
73789,"['25154', '52715', '12845', '56599', '70854']"
76368,"['60281', '11470', '58486', '3742', '72200']"
22313,"['44537', '6309', '57310', '9854', '28674']"
11550,"['56149', '45559', '55433', '44242', '15833']"
73200,"['48487', '35872', '33356', '66632', '49619']"
21536,"['75220', '61805', '59307', '21423', '61309']"
56475,"['62079', '308', '53605', '68833', '11941']"
27237,"['25126', '25200', '53759', '74456', '74748']"
59970,"['1687', '47129', '11499', '21514', '8878']"
66324,"['73192', '15050', '66830', '59486', '28819']"
56170,"['37762', '30264', '35890', '27031', '49529']"
61750,"['28675', '9134', '57995', '66829', '57947']"
78486,"['59500', '59348', '48621', '67650', '15717']"
22231,"['34400', '20113', '69879', '66117', '11719']"
56175,"['61601', '56550', '930', '60045', '36054']"
36526,"['46797', '30818', '6198', '6620', '6004']"
72777,"['46795', '6901', '11023', '11245', '74741']"
51818,"['24932', '3983', '63695', '60631', '50652']"
78303,"['31324', '32199', '44898', '70284', '24075']"
54090,"['65248', '45319', '64818', '24766', '40991']"
58865,"['55288', '58170', '12344', '41529', '8571']"
28493,"['10130', '45882', '12874', '24185', '12655']"
39201,"['11577', '8585', '42443', '23095', '26865']"
3523,"['63478', '12583', '20910', '66696', '49329']"
26764,"['72066', '22627', '58083', '8498', '40536']"
10587,"['30755', '1244', '4742', '45029', '71312']"
27590,"['43604', '67318', '24095', '6328', '60094']"
14640,"['17506', '32268', '41748', '32483', '58035']"
30239,"['39587', '35678', '8692', '22375', '53386']"
25987,"['46408', '47132', '7850', '23531', '44960']"
50899,"['49452', '74029', '10603', '25368', '384']"
38664,"['44553', '48838', '625', '16837', '55609']"
64339,"['78639', '28416', '64215', '44728', '45546']"
36157,"['15177', '7156', '57721', '21556', '71049']"
67219,"['34068', '7063', '59772', '72659', '45025']"
26971,"['78229', '1337', '57609', '40175', '67446']"
59750,"['45224', '51244', '26146', '23058', '4754']"
14318,"['32549', '583', '47592', '12896', '37696']"
35892,"['57314', '53775', '68649', '19974', '32331']"
23226,"['8339', '67279', '21152', '61131', '7185']"
78680,"['68542', '29866', '29609', '12093', '21380']"
60056,"['14735', '17162', '22344', '2516', '21334']"
68759,"['12947', '50191', '3539', '69829', '12322']"
61909,"['54946', '6188', '21204', '10702', '58416']"
62464,"['43707', '20911', '53856', '62869', '7631']"
39864,"['36414', '14449', '37908', '39315', '32428']"
4120,"['77722', '74020', '47633', '12805', '52762']"
71863,"['4068', '70838', '68596', '46826', '52744']"
67953,"['73835', '40198', '22270', '57796', '25387']"
14782,"['27912', '43241', '77337', '12191', '64868']"
55221,"['19738', '11929', '27755', '19759', '7838']"
13755,"['26249', '11025', '76083', '27064', '35374']"
66040,"['11615', '16837', '20326', '20618', '53001']"
22353,"['42957', '68584', '21672', '75421', '54197']"
11485,"['14087', '34194', '71199', '47619', '73665']"
10789,"['38971', '54076', '68853', '49902', '29385']"
63891,"['21183', '67489', '24095', '48034', '4455']"
49179,"['52519', '31280', '76069', '1486', '65098']"
817,"['16903', '9550', '15572', '71168', '40037']"
25157,"['62920', '16280', '22363', '42398', '18064']"
41090,"['13433', '67883', '36918', '47779', '55594']"
77200,"['54489', '48731', '75799', '45154', '78747']"
66568,"['38442', '76957', '20638', '32083', '32700']"
45173,"['25888', '55492', '46380', '58447', '49264']"
20399,"['25233', '25844', '30656', '77653', '52355']"
76916,"['62664', '75307', '71792', '49923', '67144']"
63103,"['69582', '36431', '7738', '71637', '10410']"
64517,"['67619', '71753', '3312', '58399', '16217']"
47988,"['46464', '46467', '71399', '17719', '24940']"
44662,"['67268', '15336', '37886', '56809', '383']"
76645,"['6006', '7039', '23559', '76697', '16790']"
62115,"['12936', '42702', '35465', '34587', '62368']"
62234,"['56748', '34976', '26334', '982', '9440']"
36826,"['42685', '22386', '36669', '34204', '66562']"
29916,"['57901', '17862', '17773', '61036', '77375']"
8728,"['51573', '18519', '25577', '37749', '78239']"
30372,"['69884', '43998', '77772', '20018', '36367']"
17138,"['20176', '58572', '36827', '78876', '73024']"
40812,"['60439', '48371', '65838', '44548', '24381']"
28381,"['3696', '69096', '44612', '43272', '58270']"
37563,"['34630', '27271', '10908', '41205', '62598']"
42158,"['54135', '29356', '21447', '37099', '40596']"
36959,"['56072', '53870', '51303', '5419', '43744']"
30622,"['55139', '63516', '5283', '12325', '17400']"
56782,"['68107', '60897', '11154', '6178', '39775']"
44214,"['58175', '30409', '34995', '10809', '1982']"
50648,"['68065', '50001', '67893', '4022', '76790']"
37731,"['73435', '24677', '30418', '51559', '32976']"
22963,"['19936', '44733', '55310', '26006', '59350']"
24740,"['23836', '14156', '66068', '7351', '41288']"
2706,"['30588', '75421', '21595', '70296', '40383']"
58358,"['28677', '20911', '53980', '63368', '3166']"
9569,"['39611', '68358', '46706', '38192', '44124']"
50163,"['57931', '34112', '57523', '22331', '38969']"
5357,"['23071', '60672', '53267', '7490', '44093']"
23570,"['15202', '27009', '31220', '34965', '42743']"
78384,"['56402', '57146', '8775', '3428', '16051']"
68157,"['19503', '66167', '21470', '12034', '38943']"
44964,"['75198', '25989', '68320', '70107', '23343']"
12971,"['32816', '15800', '49248', '56107', '21904']"
41078,"['23733', '11950', '36214', '22179', '43828']"
