recommendation_shown_1,recommendation_shown_0,recommendation_shown_2,alias,model_2_id,book_id,model_0_id,decision,team,time,model_1_id
74846,24678,29379,Nazanin,first,59985,Hybrid_MeanAllClassifiers,recommendation_2,Dataworms,2021-06-13 08:58:09.410000+00:00,team404_base_model
72004,6452,45430,Zhuoyan,Hybrid_MeanAllClassifiers,12,first,recommendation_1,The Dataworms,2021-06-13 08:56:23.532000+00:00,model_2
401,4036,33262,Estelle,Hybrid_MeanAllClassifiers,14026,first,recommendation_1,dataminerz,2021-06-09 15:48:23.096000+00:00,team404_base_model
63266,49031,39518,TimG,teamfivemodel,75539,first,recommendation_0,DataMinerz,2021-06-14 13:48:59.263000+00:00,model_2
25569,60823,18128,RR,classifier,71526,rule_based,recommendation_2,flying_chicken_wings,2021-06-24 13:12:09.338000+00:00,third
69501,73656,73844,Jonathan B,teamfivemodel,47684,model_2,recommendation_2,DataMinerz,2021-06-14 13:20:21.690000+00:00,Hybrid_MeanAllClassifiers
65895,65895,65895,Morris,content-based_RS,45435,first,recommendation_2,MannheimMiners,2021-06-16 09:00:05.680000+00:00,team404_base_model
53106,26722,30757,LF,Hybrid_MeanAllClassifiers,35236,model_2,recommendation_0,D2G2,2021-06-10 22:01:30.912000+00:00,team404_base_model
25312,43813,14421,Zhuoyan,team404_base_model,49396,teamfivemodel,recommendation_0,The Dataworms,2021-06-15 14:10:51.828000+00:00,first
1226,57671,45772,Luis,model_2,63855,first,recommendation_2,MannheimMiners,2021-06-16 15:26:26.099000+00:00,Hybrid_MeanAllClassifiers
12521,16096,53675,Alina,Hybrid_MeanAllClassifiers,55270,first,recommendation_0,MineFromHome,2021-06-12 12:17:26.136000+00:00,teamfivemodel
8387,42680,40564,Zhuoyan,teamfivemodel,13131,team404_base_model,recommendation_0,The Dataworms,2021-06-13 09:04:56.838000+00:00,model_2
43244,68379,52358,Guszti,intra_bpe_hybrid,6341,classifier,recommendation_2,flying chicken wings,2021-06-22 17:52:44.452000+00:00,third
4582,44242,56149,Nazanin,teamfivemodel,11550,content-based_RS,recommendation_2,Dataworms,2021-06-16 10:03:25.306000+00:00,Hybrid_MeanAllClassifiers
14684,28213,73432,Duc,Hybrid_MeanAllClassifiers,24459,team404_base_model,recommendation_2,DataMinerz,2021-06-14 14:08:19.709000+00:00,teamfivemodel
16284,11624,27919,Sascha,classifier,59879,hybrid_learned_weights,recommendation_2,team404,2021-06-22 14:17:52.586000+00:00,third
62144,35705,59030,LF,model_2,70997,teamfivemodel,recommendation_0,D2G2,2021-06-10 22:12:49.268000+00:00,first
42213,23071,64942,Jakob,hybrid_learned_weights,5357,third,recommendation_2,DataMinerz,2021-06-24 19:39:22.614000+00:00,intra_bpe_hybrid
76028,23049,74020,J,intra_bpe_hybrid,46931,hybrid_learned_weights,recommendation_2,flying_chicken_wings,2021-06-22 16:50:04.034000+00:00,Hybrid_RS
3766,69023,34877,C,content-based_RS,27261,team404_base_model,recommendation_1,The Dataworms,2021-06-15 13:24:43.192000+00:00,Hybrid_MeanAllClassifiers
44368,78627,23513,RR,intra_bpe_hybrid,32110,rule_based,recommendation_2,flying_chicken_wings,2021-06-24 13:17:19.671000+00:00,hybrid_learned_weights
32164,39531,4775,Lasse,intra_bpe_hybrid,19801,Hybrid_RS,recommendation_2,team404,2021-06-22 09:12:27.083000+00:00,hybrid_learned_weights
48684,67273,63552,Harith,team404_base_model,31881,Hybrid_MeanAllClassifiers,recommendation_2,D2G2,2021-06-15 12:44:24.064000+00:00,model_2
52888,72839,4640,Zhuoyan,Hybrid_MeanAllClassifiers,7201,teamfivemodel,recommendation_1,The Dataworms,2021-06-13 09:01:39.496000+00:00,first
21798,74644,44739,J,rule_based,3268,third,recommendation_1,flying_chicken_wings,2021-06-22 15:24:02.960000+00:00,classifier
29901,11389,35404,Nazanin,third,26396,intra_bpe_hybrid,recommendation_1,Dataworms,2021-06-22 13:06:30.492000+00:00,Hybrid_RS
16962,7500,46442,CC,content-based_RS,28580,model_2,recommendation_0,	The Dataworms,2021-06-15 12:30:04.303000+00:00,first
19686,11892,13595,Caioo,model_2,38637,team404_base_model,recommendation_2,flying_chicken_wings,2021-06-15 13:13:14.696000+00:00,first
77850,371,23151,Angie,team404_base_model,65461,teamfivemodel,recommendation_1,D2G2,2021-06-09 19:02:01.412000+00:00,first
54097,7886,54097,Lasse,teamfivemodel,15581,team404_base_model,recommendation_0,team404,2021-06-13 14:29:29.786000+00:00,Hybrid_MeanAllClassifiers
42743,15202,15202,Daniel,hybrid_learned_weights,23570,Hybrid_RS,recommendation_0,MineFromHome,2021-06-22 08:59:45.203000+00:00,classifier
24512,51658,28453,Sascha,intra_bpe_hybrid,40312,hybrid_learned_weights,recommendation_0,team404,2021-06-22 14:38:07.613000+00:00,rule_based
5906,72944,3058,Jakob,teamfivemodel,24118,content-based_RS,recommendation_1,DataMinerz,2021-06-21 17:19:40.515000+00:00,team404_base_model
57506,61119,38399,DP,lw_bpe_graph,62509,Hybrid_MeanAllClassifiers,recommendation_0,MannheimMiners,2021-06-16 16:02:37.697000+00:00,team404_base_model
27438,60674,59771,Yueli,rule_based,59102,third,recommendation_2,D2G2,2021-06-22 10:30:13.553000+00:00,classifier
56564,41551,75335,Alina,first,1519,model_2,recommendation_0,MineFromHome,2021-06-12 12:55:09.682000+00:00,Hybrid_MeanAllClassifiers
67623,53253,37269,Luis,team404_base_model,31401,first,recommendation_0,MannheimMiners,2021-06-17 15:14:00.906000+00:00,teamfivemodel
46046,76331,10521,roma,team404_base_model,76331,Hybrid_MeanAllClassifiers,recommendation_0,flying chicken wings,2021-06-14 09:32:08.650000+00:00,first
49889,63688,74504,C,model_2,31827,Hybrid_MeanAllClassifiers,recommendation_2,The Dataworms,2021-06-13 13:27:30.113000+00:00,first
31874,31874,14050,Moritz H,hybrid_learned_weights,23256,classifier,recommendation_1,the flying chicken wings,2021-06-24 15:37:52.280000+00:00,Hybrid_RS
10096,67976,26574,Keyvan Amiri Elyasi,third,9197,intra_bpe_hybrid,recommendation_2,the dataworms,2021-06-22 12:12:41.993000+00:00,rule_based
41198,48633,43311,Simon,lw_bpe_graph,18479,model_2,recommendation_0,MineFromHome,2021-06-14 18:43:47.860000+00:00,teamfivemodel
71211,71211,38464,Lukas,rule_based,1486,hybrid_learned_weights,recommendation_0,Team404,2021-06-22 08:56:19.692000+00:00,classifier
72900,30596,52358,TimG,model_2,6341,team404_base_model,recommendation_2,DataMinerz,2021-06-14 15:16:36.083000+00:00,teamfivemodel
30209,25921,71454,Esther Vogt,Hybrid_RS,3875,hybrid_learned_weights,recommendation_2,DataMinerz,2021-06-25 12:16:41.078000+00:00,rule_based
69779,41884,33262,Luis,Hybrid_MeanAllClassifiers,35720,content-based_RS,recommendation_0,MannheimMiners,2021-06-17 15:12:30.749000+00:00,teamfivemodel
37014,36602,65541,Yueli,intra_bpe_hybrid,59649,hybrid_learned_weights,recommendation_0,D2G2,2021-06-22 10:36:10.422000+00:00,classifier
58174,75129,4384,Yossef Elbialy,Hybrid_MeanAllClassifiers,53660,teamfivemodel,recommendation_1,Team404,2021-06-12 08:47:04.909000+00:00,team404_base_model
27005,7745,24724,DP,teamfivemodel,51599,content-based_RS,recommendation_1,MannheimMiners,2021-06-16 15:37:23.698000+00:00,lw_bpe_graph
71766,60874,29418,gbodnya,model_2,45238,first,recommendation_1,flying chicken wings,2021-06-24 12:57:45.767000+00:00,teamfivemodel
9197,39150,24520,gbodnya,team404_base_model,52656,model_2,recommendation_0,flying chicken wings,2021-06-13 08:42:21.025000+00:00,first
45415,59417,6206,Mimimi,model_2,23643,first,recommendation_2,The Dataworms,2021-06-15 09:53:13.685000+00:00,teamfivemodel
6253,55547,58623,Lasse,Hybrid_RS,68157,classifier,recommendation_0,team404,2021-06-22 09:08:17.546000+00:00,hybrid_learned_weights
75204,26878,67921,Tim Bleil,team404_base_model,53929,first,recommendation_1,DataMinerz,2021-06-14 13:20:39.803000+00:00,teamfivemodel
38074,11761,2136,Guszti,first,54090,team404_base_model,recommendation_2,flying chicken wings,2021-06-12 09:14:08.062000+00:00,teamfivemodel
24979,17949,69803,Tim Bleil,teamfivemodel,58737,first,recommendation_1,DataMinerz,2021-06-14 13:12:18.085000+00:00,model_2
53793,28629,78553,gbodnya,teamfivemodel,53793,first,recommendation_2,flying chicken wings,2021-06-24 12:35:46.727000+00:00,Hybrid_MeanAllClassifiers
36846,36846,36846,Alina,third,66954,hybrid_learned_weights,recommendation_0,MineFromHome,2021-06-22 14:18:11.517000+00:00,intra_bpe_hybrid
41523,49411,39807,bechtify,lw_bpe_graph,70300,model_2,recommendation_2,MannheimMiners,2021-06-16 07:27:41.282000+00:00,content-based_RS
63932,74789,26513,J,classifier,60250,rule_based,recommendation_1,flying_chicken_wings,2021-06-22 16:51:42.638000+00:00,hybrid_learned_weights
31200,48335,5636,Mimimi,lw_bpe_graph,56300,model_2,recommendation_2,The Dataworms,2021-06-15 09:45:11.339000+00:00,Hybrid_MeanAllClassifiers
23195,9214,9282,Niklas,Hybrid_MeanAllClassifiers,17665,model_2,recommendation_2,DataMinerz,2021-06-08 10:12:20.212000+00:00,first
48850,57959,40742,Jonathan B,Hybrid_MeanAllClassifiers,20234,teamfivemodel,recommendation_0,DataMinerz,2021-06-14 13:27:38.285000+00:00,first
22363,31557,59808,Moritz H,hybrid_learned_weights,60087,rule_based,recommendation_1,the flying chicken wings,2021-06-24 15:45:13.722000+00:00,ensemble
1892,9155,71203,RR,third,24776,classifier,recommendation_0,flying_chicken_wings,2021-06-22 15:42:45.273000+00:00,hybrid_learned_weights
34201,49376,73021,Farida,model_2,47988,teamfivemodel,recommendation_0,DataMinerz,2021-06-10 19:19:37.420000+00:00,team404_base_model
56174,48763,48763,LF,teamfivemodel,17348,first,recommendation_2,D2G2,2021-06-10 22:03:02.241000+00:00,team404_base_model
8172,36174,77900,MarBoe,teamfivemodel,39590,first,recommendation_1,MannheimMiners,2021-06-16 18:18:42.864000+00:00,Hybrid_MeanAllClassifiers
61110,55852,35061,Mimimi,team404_base_model,52656,first,recommendation_2,The Dataworms,2021-06-15 09:45:04.492000+00:00,lw_bpe_graph
13500,1234,17322,roma,Hybrid_MeanAllClassifiers,62234,teamfivemodel,recommendation_2,flying chicken wings,2021-06-14 09:50:04.888000+00:00,first
48633,41198,34294,Lars,content-based_RS,18479,teamfivemodel,recommendation_2,team404,2021-06-16 08:36:44.362000+00:00,model_2
44644,13711,20498,Angie,first,55488,teamfivemodel,recommendation_2,D2G2,2021-06-09 18:18:50.728000+00:00,team404_base_model
45820,5087,45820,Harith,team404_base_model,14323,lw_bpe_graph,recommendation_0,D2G2,2021-06-15 12:29:56.208000+00:00,model_2
31164,45991,31164,gbodnya,first,33814,model_2,recommendation_0,flying chicken wings,2021-06-24 12:35:06.952000+00:00,content-based_RS
43729,43729,54274,Keyvan Amiri Elyasi,classifier,63855,hybrid_learned_weights,recommendation_2,the dataworms,2021-06-22 07:58:52.750000+00:00,Hybrid_RS
2834,46826,53535,Esther Vogt,hybrid_learned_weights,41422,third,recommendation_0,DataMinerz,2021-06-25 12:21:16.191000+00:00,intra_bpe_hybrid
39600,21615,35090,C,team404_base_model,56827,teamfivemodel,recommendation_2,The Dataworms,2021-06-13 13:18:46.368000+00:00,first
43509,17513,41748,LF,model_2,14640,Hybrid_MeanAllClassifiers,recommendation_0,D2G2,2021-06-12 07:28:36.909000+00:00,team404_base_model
34604,60987,55942,Lukas,teamfivemodel,64509,team404_base_model,recommendation_0,Team404,2021-06-16 15:41:24.296000+00:00,model_2
22578,59717,43298,LF,first,37321,teamfivemodel,recommendation_2,D2G2,2021-06-10 22:16:01.758000+00:00,team404_base_model
17066,42880,47261,gbodnya,team404_base_model,7415,Hybrid_MeanAllClassifiers,recommendation_1,flying chicken wings,2021-06-12 14:13:26.098000+00:00,model_2
26355,58386,22703,LF,teamfivemodel,54929,team404_base_model,recommendation_0,D2G2,2021-06-10 22:13:50.549000+00:00,first
64507,39993,64507,Geumbich Hwang,Hybrid_MeanAllClassifiers,50356,team404_base_model,recommendation_1,MannheimMiners,2021-06-16 07:25:41.076000+00:00,model_2
18280,18280,66914,DH,classifier,7201,rule_based,recommendation_1,D2G2,2021-06-25 09:28:25.308000+00:00,third
41483,41483,12365,Niklas,team404_base_model,4089,model_2,recommendation_0,DataMinerz,2021-06-13 12:05:40.045000+00:00,first
18162,5159,19630,MarBoe,Hybrid_MeanAllClassifiers,11682,team404_base_model,recommendation_2,MannheimMiners,2021-06-14 07:20:34.321000+00:00,model_2
75220,61805,75220,gbodnya,first,21536,teamfivemodel,recommendation_0,flying chicken wings,2021-06-12 21:32:28.754000+00:00,Hybrid_MeanAllClassifiers
63355,30673,25700,Keyvan Amiri Elyasi,third,34978,intra_bpe_hybrid,recommendation_2,the dataworms,2021-06-22 07:54:18.546000+00:00,hybrid_learned_weights
387,37255,66615,Mimimi,content-based_RS,44508,teamfivemodel,recommendation_2,The Dataworms,2021-06-15 13:04:13.029000+00:00,first
43509,870,43509,Duc,hybrid_learned_weights,19688,classifier,recommendation_0,DataMinerz,2021-06-25 10:38:12.809000+00:00,Hybrid_RS
29383,46835,71792,Simon,team404_base_model,42566,teamfivemodel,recommendation_2,MineFromHome,2021-06-14 18:13:11.153000+00:00,Hybrid_MeanAllClassifiers
27981,1555,27981,RR,intra_bpe_hybrid,40424,Hybrid_RS,recommendation_1,flying_chicken_wings,2021-06-22 15:44:42.090000+00:00,hybrid_learned_weights
12430,56354,12464,DP,model_2,78384,teamfivemodel,recommendation_2,MannheimMiners,2021-06-16 15:47:02.349000+00:00,first
73072,28723,8354,Iris,first,56170,model_2,recommendation_2,MineFromHome,2021-06-15 09:41:49.834000+00:00,teamfivemodel
52193,52193,45386,J,rule_based,22775,intra_bpe_hybrid,recommendation_1,flying_chicken_wings,2021-06-24 11:40:55.280000+00:00,Hybrid_RS
13574,42304,45816,bbtong,first,5498,lw_bpe_graph,recommendation_0,Mine from Home,2021-06-14 16:55:39.656000+00:00,teamfivemodel
5567,79048,41915,Moritz H,third,7084,Hybrid_RS,recommendation_0,the flying chicken wings,2021-06-24 15:47:55.794000+00:00,rule_based
6105,70981,74077,Daniel,rule_based,44508,classifier,recommendation_2,MineFromHome,2021-06-22 09:27:07.021000+00:00,Hybrid_RS
42222,42547,56379,Jonathan B,first,12725,model_2,recommendation_1,DataMinerz,2021-06-14 13:27:27.130000+00:00,teamfivemodel
11594,33814,52910,Farida,teamfivemodel,9392,team404_base_model,recommendation_0,DataMinerz,2021-06-14 14:51:10.510000+00:00,model_2
67751,6363,67751,Harith,model_2,6363,Hybrid_MeanAllClassifiers,recommendation_1,D2G2,2021-06-10 17:24:13.726000+00:00,team404_base_model
67701,38402,59519,Jerome,classifier,23643,third,recommendation_1,team404,2021-06-23 09:50:28.666000+00:00,rule_based
49887,27595,49887,DH,hybrid_learned_weights,66497,third,recommendation_1,D2G2,2021-06-25 09:26:43.598000+00:00,Hybrid_RS
40536,40536,28699,Esther Vogt,team404_base_model,26764,model_2,recommendation_0,DataMinerz,2021-06-14 14:51:50.700000+00:00,Hybrid_MeanAllClassifiers
15064,27893,61509,Caioo,Hybrid_MeanAllClassifiers,39906,lw_bpe_graph,recommendation_0,flying_chicken_wings,2021-06-15 13:13:09.068000+00:00,first
17877,67106,42255,gbodnya,team404_base_model,46476,model_2,recommendation_0,flying chicken wings,2021-06-12 21:44:31.744000+00:00,teamfivemodel
54531,26426,68109,Jerome,intra_bpe_hybrid,48584,Hybrid_RS,recommendation_2,team404,2021-06-23 09:52:08.401000+00:00,classifier
25238,8676,8676,TimG,teamfivemodel,47302,content-based_RS,recommendation_0,DataMinerz,2021-06-16 12:07:21.886000+00:00,lw_bpe_graph
24380,76112,61994,Esther Vogt,first,58865,teamfivemodel,recommendation_1,DataMinerz,2021-06-14 15:01:16.981000+00:00,team404_base_model
67445,38552,58025,bbtong,model_2,54145,Hybrid_MeanAllClassifiers,recommendation_2,Mine from Home,2021-06-14 17:41:52.451000+00:00,teamfivemodel
74472,62005,11248,Duc,Hybrid_MeanAllClassifiers,68509,teamfivemodel,recommendation_0,DataMinerz,2021-06-14 14:05:24.853000+00:00,first
29306,71063,5249,Jakob,teamfivemodel,71063,Hybrid_MeanAllClassifiers,recommendation_1,DataMinerz,2021-06-21 17:17:16.301000+00:00,content-based_RS
52178,67381,5501,J,classifier,35418,third,recommendation_1,flying_chicken_wings,2021-06-22 16:56:49.148000+00:00,rule_based
25250,66251,48465,bbtong,first,17850,model_2,recommendation_2,Mine from Home,2021-06-14 16:54:55.182000+00:00,team404_base_model
71005,37772,43897,Nazanin,hybrid_learned_weights,12311,ensemble,recommendation_1,Dataworms,2021-06-23 18:28:25.821000+00:00,rule_based
35311,19822,40714,Yueli,hybrid_learned_weights,49615,classifier,recommendation_0,D2G,2021-06-25 09:40:27.193000+00:00,Hybrid_RS
49674,35498,63382,Sascha,teamfivemodel,53793,Hybrid_MeanAllClassifiers,recommendation_2,team404,2021-06-09 14:25:19.669000+00:00,team404_base_model
21325,1048,5790,Luis,content-based_RS,30446,teamfivemodel,recommendation_0,MannheimMiners,2021-06-17 13:16:59.793000+00:00,Hybrid_MeanAllClassifiers
23136,306,38533,Lasse,teamfivemodel,62540,first,recommendation_2,team404,2021-06-10 09:10:05.553000+00:00,model_2
49464,43197,44061,DH,rule_based,77524,intra_bpe_hybrid,recommendation_2,D2G2,2021-06-25 09:38:49.873000+00:00,Hybrid_RS
20600,6907,6907,CC,teamfivemodel,41002,content-based_RS,recommendation_0,	The Dataworms,2021-06-15 12:55:33.514000+00:00,first
35021,52053,8147,Jerome,model_2,52053,Hybrid_MeanAllClassifiers,recommendation_2,team404,2021-06-09 14:54:54.678000+00:00,team404_base_model
639,60741,59646,,Hybrid_MeanAllClassifiers,57018,first,recommendation_1,,2021-06-16 15:50:42.848000+00:00,lw_bpe_graph
10053,17004,68553,Jonathan B,Hybrid_MeanAllClassifiers,15472,model_2,recommendation_0,DataMinerz,2021-06-14 13:27:23.340000+00:00,first
71057,20425,4775,Daniel,first,19801,model_2,recommendation_0,MineFromHome,2021-06-14 21:51:59.558000+00:00,team404_base_model
16224,46298,4728,LF,model_2,35904,Hybrid_MeanAllClassifiers,recommendation_2,D2G2,2021-06-10 22:17:52.615000+00:00,first
46330,46030,46130,Caioo,first,62454,model_2,recommendation_1,flying chicken wings,2021-06-12 08:55:17.584000+00:00,Hybrid_MeanAllClassifiers
53029,73637,33456,Esther Vogt,team404_base_model,26379,teamfivemodel,recommendation_0,DataMinerz,2021-06-14 14:58:29.345000+00:00,Hybrid_MeanAllClassifiers
54195,60200,25203,MarBoe,first,39680,Hybrid_MeanAllClassifiers,recommendation_0,MannheimMiners,2021-06-11 11:39:17.099000+00:00,team404_base_model
55067,44696,73727,J,Hybrid_MeanAllClassifiers,27403,teamfivemodel,recommendation_1,flying_chicken_wings,2021-06-12 11:40:02.890000+00:00,first
49334,43364,19131,Harith,content-based_RS,51599,model_2,recommendation_2,D2G2,2021-06-17 01:02:20.495000+00:00,team404_base_model
44124,44124,44124,Keyvan Amiri Elyasi,hybrid_learned_weights,9569,rule_based,recommendation_1,the dataworms,2021-06-22 09:05:18.058000+00:00,intra_bpe_hybrid
70869,27908,33157,Estelle,teamfivemodel,67832,first,recommendation_2,DataMinerz,2021-06-09 16:07:16.285000+00:00,team404_base_model
73036,15833,1554,Keyvan Amiri Elyasi,first,11550,content-based_RS,recommendation_0,The Dataworms,2021-06-15 14:32:45.654000+00:00,model_2
4596,15912,56390,Keyvan Amiri Elyasi,teamfivemodel,52748,Hybrid_MeanAllClassifiers,recommendation_1,The Dataworms,2021-06-15 14:47:19.565000+00:00,lw_bpe_graph
67351,67722,50769,Jakob,classifier,62494,rule_based,recommendation_2,DataMinerz,2021-06-21 17:36:22.317000+00:00,intra_bpe_hybrid
24812,31660,69647,Sascha,Hybrid_MeanAllClassifiers,62993,model_2,recommendation_0,team404,2021-06-16 21:38:44.580000+00:00,teamfivemodel
4092,62660,19379,Jonathan,teamfivemodel,6478,first,recommendation_1,team404,2021-06-12 13:37:11.394000+00:00,model_2
40719,14644,64049,Yueli,teamfivemodel,18441,first,recommendation_1,D2G2,2021-06-15 12:43:51.667000+00:00,content-based_RS
64454,63269,70247,Mimimi,team404_base_model,2579,Hybrid_MeanAllClassifiers,recommendation_1,The Dataworms,2021-06-12 12:54:29.674000+00:00,first
46591,49569,22205,Rahul,third,78675,intra_bpe_hybrid,recommendation_0,D2G2,2021-06-23 11:04:57.747000+00:00,classifier
15681,15681,32619,Alicia,Hybrid_MeanAllClassifiers,51540,model_2,recommendation_1,Team 404,2021-06-16 09:16:43.981000+00:00,content-based_RS
61297,39971,49482,Duc,first,39971,Hybrid_MeanAllClassifiers,recommendation_0,DataMinerz,2021-06-14 13:28:05.344000+00:00,model_2
24305,19954,24305,gbodnya,Hybrid_MeanAllClassifiers,71063,first,recommendation_0,flying chicken wings,2021-06-12 21:41:30.438000+00:00,teamfivemodel
46014,58019,57012,Sascha,ensemble,40692,third,recommendation_1,team404,2021-06-24 15:12:22.405000+00:00,classifier
60338,25763,67351,J,intra_bpe_hybrid,45501,rule_based,recommendation_0,flying_chicken_wings,2021-06-22 16:50:28.257000+00:00,hybrid_learned_weights
57339,37565,60938,Caioo,intra_bpe_hybrid,43877,Hybrid_RS,recommendation_2,flying_chicken_wings,2021-06-22 13:24:55.492000+00:00,third
76388,30237,1374,Nazanin,third,25488,intra_bpe_hybrid,recommendation_1,Dataworms,2021-06-22 16:35:08.256000+00:00,classifier
35873,32945,65993,MR,team404_base_model,31548,first,recommendation_2,Mine From Home,2021-06-14 19:32:48.043000+00:00,model_2
59224,73159,32432,bechtify,team404_base_model,44508,first,recommendation_2,MannheimMiners,2021-06-16 07:10:28.363000+00:00,teamfivemodel
57798,77402,60787,DH,rule_based,5119,third,recommendation_0,D2G2,2021-06-25 09:33:29.709000+00:00,classifier
59715,44334,51815,MR,model_2,64237,first,recommendation_2,Mine From Home,2021-06-14 19:28:26.320000+00:00,team404_base_model
39555,70558,39555,roma,classifier,19717,Hybrid_RS,recommendation_0,flying chicken wings,2021-06-24 11:35:56.129000+00:00,rule_based
28890,53997,42402,Yossef Elbialy,Hybrid_MeanAllClassifiers,12725,team404_base_model,recommendation_2,Team404,2021-06-13 11:34:49.951000+00:00,model_2
60297,60297,25470,RR,classifier,52519,Hybrid_RS,recommendation_1,flying_chicken_wings,2021-06-24 13:17:22.559000+00:00,third
1555,10932,17170,Niklas,first,40424,team404_base_model,recommendation_1,DataMinerz,2021-06-08 10:09:59.713000+00:00,model_2
34905,34905,70441,Estelle,first,33558,model_2,recommendation_0,DataMinerz,2021-06-09 16:10:11.381000+00:00,Hybrid_MeanAllClassifiers
28451,28451,27249,bbtong,Hybrid_MeanAllClassifiers,75121,teamfivemodel,recommendation_1,Mine from Home,2021-06-14 16:54:03.641000+00:00,model_2
76204,8886,49143,Luis,first,9001,Hybrid_MeanAllClassifiers,recommendation_0,MannheimMiners,2021-06-13 18:40:04.413000+00:00,model_2
53090,61215,43141,Moritz H,ensemble,63103,hybrid_learned_weights,recommendation_2,the flying chicken wings,2021-06-24 15:38:58.208000+00:00,intra_bpe_hybrid
6651,6651,18685,roma,first,18224,teamfivemodel,recommendation_1,flying chicken wings,2021-06-14 09:36:10.218000+00:00,model_2
36071,59151,32876,roma,team404_base_model,47014,first,recommendation_1,flying chicken wings,2021-06-14 09:42:50.387000+00:00,teamfivemodel
37163,79061,18826,Esther Vogt,Hybrid_RS,64596,intra_bpe_hybrid,recommendation_0,DataMinerz,2021-06-25 12:21:45.872000+00:00,ensemble
307,35869,37877,Nazanin,team404_base_model,40394,first,recommendation_2,Dataworms,2021-06-16 15:45:54.906000+00:00,model_2
79038,57374,65214,DP,first,65669,team404_base_model,recommendation_2,MannheimMiners,2021-06-16 15:51:00.363000+00:00,teamfivemodel
29262,6910,63045,TimG,third,63279,intra_bpe_hybrid,recommendation_1,DataMinerz,2021-06-24 16:04:14.608000+00:00,rule_based
3734,41382,3734,Lars,model_2,42531,Hybrid_MeanAllClassifiers,recommendation_0,team404,2021-06-16 08:55:33.207000+00:00,teamfivemodel
24564,78329,53985,Zhuoyan,model_2,72231,Hybrid_MeanAllClassifiers,recommendation_1,The Dataworms,2021-06-13 09:11:44.483000+00:00,team404_base_model
17138,78876,20176,TimG,team404_base_model,17138,teamfivemodel,recommendation_2,DataMinerz,2021-06-09 14:15:08.074000+00:00,Hybrid_MeanAllClassifiers
7337,10868,67157,Duc,Hybrid_MeanAllClassifiers,25209,teamfivemodel,recommendation_2,DataMinerz,2021-06-14 13:27:41.696000+00:00,team404_base_model
27992,41743,40298,Rahul,classifier,13269,rule_based,recommendation_0,D2G2,2021-06-23 11:05:04.814000+00:00,third
58450,70403,3533,Rahul,Hybrid_MeanAllClassifiers,56170,lw_bpe_graph,recommendation_1,D2G2,2021-06-15 12:36:19.504000+00:00,team404_base_model
32549,13399,72818,Lasse,third,39941,intra_bpe_hybrid,recommendation_0,team404,2021-06-22 09:11:28.772000+00:00,classifier
8099,20593,60714,Jonathan B,Hybrid_MeanAllClassifiers,23349,teamfivemodel,recommendation_0,DataMinerz,2021-06-14 13:18:29.982000+00:00,model_2
78609,67524,78609,Mimimi,intra_bpe_hybrid,57163,classifier,recommendation_2,The dataworms,2021-06-25 08:23:51.669000+00:00,rule_based
16067,39933,20454,Angie,first,15581,team404_base_model,recommendation_2,D2G2,2021-06-09 18:41:32.437000+00:00,model_2
29715,54858,66031,Jerome,first,68772,model_2,recommendation_0,team404,2021-06-13 11:07:16.505000+00:00,team404_base_model
60439,41811,21090,Jakob,classifier,17348,intra_bpe_hybrid,recommendation_0,DataMinerz,2021-06-21 19:45:01.477000+00:00,rule_based
51903,34356,59534,Keyvan Amiri Elyasi,Hybrid_RS,13325,third,recommendation_2,the dataworms,2021-06-22 10:20:07.434000+00:00,hybrid_learned_weights
52687,73251,63111,J,Hybrid_MeanAllClassifiers,30372,first,recommendation_1,flying_chicken_wings,2021-06-12 11:39:27.670000+00:00,team404_base_model
42255,54698,73623,Niklas,model_2,39083,Hybrid_MeanAllClassifiers,recommendation_0,DataMinerz,2021-06-13 12:10:56.842000+00:00,team404_base_model
19372,63166,8917,DH,intra_bpe_hybrid,40692,ensemble,recommendation_2,D2G2,2021-06-25 09:30:32.842000+00:00,classifier
19183,77582,39004,Keyvan Amiri Elyasi,intra_bpe_hybrid,52721,classifier,recommendation_0,the dataworms,2021-06-26 10:52:05.813000+00:00,hybrid_learned_weights
13245,13245,58019,Lasse,intra_bpe_hybrid,47893,hybrid_learned_weights,recommendation_1,team404,2021-06-22 09:45:12.381000+00:00,classifier
4471,65829,20219,Niklas,team404_base_model,44118,model_2,recommendation_1,DataMinerz,2021-06-09 13:44:10.944000+00:00,first
22818,4828,19748,Tim Bleil,team404_base_model,45238,model_2,recommendation_1,DataMinerz,2021-06-14 13:20:26.982000+00:00,Hybrid_MeanAllClassifiers
60125,19442,51767,Mimimi,team404_base_model,5844,lw_bpe_graph,recommendation_2,The Dataworms,2021-06-15 13:27:28.076000+00:00,Hybrid_MeanAllClassifiers
57787,6188,9826,bbtong,model_2,11169,Hybrid_MeanAllClassifiers,recommendation_1,Mine from Home,2021-06-14 16:55:21.896000+00:00,teamfivemodel
52822,45291,72038,Morris,team404_base_model,42184,first,recommendation_2,MannheimMiners,2021-06-16 09:00:22.837000+00:00,Hybrid_MeanAllClassifiers
22516,28690,59360,gbodnya,teamfivemodel,2993,first,recommendation_1,flying chicken wings,2021-06-12 21:18:38.056000+00:00,model_2
29277,64474,46456,Jakob,first,56453,teamfivemodel,recommendation_1,DataMinerz,2021-06-17 13:33:24.657000+00:00,content-based_RS
